hhid,hh_age,hh_race_sep,hh_race
191048241,Household with children,White,White
191048268,Household age 65+,White,White
191048274,Household age 65+,White,White
191048298,Household excl. age 18-34,White,White
191048344,Household with children,Asian,Asian
191048380,Household age 35-64,Non-Asian POC,Non-Asian POC
191048384,Household excl. age 18-34,Asian,Asian
191048408,Household excl. age 18-34,Asian,Asian
191048423,Household excl. age 18-34,White,White
191048437,Household with children,Other,Other
191048482,Household with children,Other,Other
191048498,Household excl. age 18-34,Asian,Asian
191048531,Household age 65+,White,White
191048538,Household age 35-64,Non-Asian POC,Non-Asian POC
191048569,Household excl. age 18-34,White,White
191048593,Household age 35-64,White,White
191048597,Household age 35-64,White,White
191048604,Household excl. age 18-34,White,White
191048675,Household excl. age 18-34,White,White
191048688,Household excl. age 18-34,White,White
191048693,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191048705,Household age 35-64,White,White
191048767,Household excl. age 18-34,White,White
191048780,Household age 65+,Asian,Asian
191048799,Household with children,White,White
191048803,Household excl. age 18-34,White,White
191048814,Household with children,White,White
191048823,Household excl. age 18-34,Asian,Asian
191048859,Household age 35-64,White,White
191048863,Household age 35-64,White,White
191048864,Household age 35-64,White,White
191048874,Household age 35-64,White,White
191048889,Household age 65+,White,White
191048896,Household with children,Asian,Asian
191048897,Household age 35-64,White,White
191048921,Household excl. age 18-34,White,White
191048940,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191048956,Household age 35-64,White,White
191048964,Household age 35-64,White,White
191048966,Household age 35-64,White,White
191048967,Household age 65+,White,White
191048987,Household with children,White,White
191048993,Household age 65+,White,White
191049022,Household with children,White,White
191049035,Household with children,Non-Asian POC,Non-Asian POC
191049039,Household with children,Non-Asian POC,Non-Asian POC
191049050,Household excl. age 18-34,Other,Other
191049126,Household age 35-64,White,White
191049128,Household excl. age 18-34,White,White
191049209,Household age 35-64,Non-Asian POC,Non-Asian POC
191049211,Household age 65+,White,White
191049321,Household with children,White,White
191049329,Household age 35-64,White,White
191049371,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191049378,Household excl. age 18-34,White,White
191049379,Household with children,Asian,Asian
191049384,Household excl. age 18-34,White,White
191049444,Household age 35-64,White,White
191049459,Household age 35-64,White,White
191049463,Household age 35-64,White,White
191049487,Household age 65+,White,White
191049506,Household age 65+,White,White
191049520,Household age 35-64,Other,Other
191049524,Household age 65+,White,White
191049591,Household age 35-64,White,White
191049597,Household excl. age 18-34,White,White
191049619,Household age 35-64,White,White
191049659,Household age 35-64,White,White
191049665,Household age 65+,White,White
191049670,Household excl. age 18-34,Asian,Asian
191049707,Household age 35-64,White,White
191049715,Household excl. age 18-34,White,White
191049724,Household age 35-64,White,White
191049733,Household with children,White,White
191049758,Household age 65+,White,White
191049767,Household age 65+,White,White
191049811,Household age 65+,White,White
191049813,Household with children,White,White
191049814,Household age 65+,White,White
191049849,Household age 35-64,Other,Other
191049854,Household age 35-64,Non-Asian POC,Non-Asian POC
191049872,Household age 35-64,White,White
191049879,Household age 65+,White,White
191049898,Household age 65+,White,White
191049924,Household age 65+,White,White
191049925,Household age 35-64,Other,Other
191049979,Household with children,White,White
191049981,Household age 65+,White,White
191049988,Household age 35-64,White,White
191050050,Household with children,White,White
191050052,Household excl. age 18-34,Asian,Asian
191050101,Household age 35-64,White,White
191050123,Household age 65+,White,White
191050156,Household excl. age 18-34,Asian,Asian
191050176,Household with children,White,White
191050260,Household age 35-64,Other,Other
191050268,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191050278,Household age 35-64,White,White
191050285,Household excl. age 18-34,White,White
191050314,Household age 65+,Non-Asian POC,Non-Asian POC
191050318,Household age 35-64,Asian,Asian
191050324,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191050339,Household age 65+,Asian,Asian
191050343,Household with children,Other,Other
191050364,Household with children,White,White
191050391,Household age 35-64,Other,Other
191050421,Household with children,Non-Asian POC,Non-Asian POC
191050433,Household excl. age 18-34,White,White
191050444,Household age 65+,White,White
191050460,Household age 35-64,Asian,Asian
191050495,Household age 35-64,White,White
191050518,Household excl. age 18-34,Asian,Asian
191050522,Household age 65+,Asian,Asian
191050538,Household age 35-64,White,White
191050555,Household with children,Asian,Asian
191050589,Household age 35-64,White,White
191050599,Household age 65+,Other,Other
191050610,Household age 65+,White,White
191050611,Household excl. age 18-34,White,White
191050639,Household age 35-64,White,White
191050644,Household excl. age 18-34,White,White
191050646,Household excl. age 18-34,White,White
191050650,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191050659,Household excl. age 18-34,White,White
191050667,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191050678,Household age 35-64,White,White
191050681,Household excl. age 18-34,White,White
191050694,Household with children,White,White
191050726,Household excl. age 18-34,White,White
191050750,Household age 35-64,Non-Asian POC,Non-Asian POC
191050769,Household with children,White,White
191050772,Household excl. age 18-34,Other,Other
191050787,Household age 35-64,White,White
191050791,Household age 65+,White,White
191050839,Household excl. age 18-34,Asian,Asian
191050850,Household with children,Asian,Asian
191050860,Household age 35-64,Non-Asian POC,Non-Asian POC
191050915,Household excl. age 18-34,Asian,Asian
191050923,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191050935,Household age 35-64,White,White
191050976,Household age 65+,Non-Asian POC,Non-Asian POC
191050978,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191050987,Household excl. age 18-34,Asian,Asian
191051072,Household age 35-64,White,White
191051074,Household excl. age 18-34,White,White
191051098,Household age 65+,White,White
191051111,Household age 65+,White,White
191051119,Household age 35-64,White,White
191051130,Household age 65+,Non-Asian POC,Non-Asian POC
191051155,Household age 65+,White,White
191051173,Household excl. age 18-34,White,White
191051221,Household age 65+,White,White
191051246,Household age 65+,Non-Asian POC,Non-Asian POC
191051295,Household age 65+,White,White
191051344,Household excl. age 18-34,White,White
191051415,Household with children,White,White
191051416,Household age 35-64,Non-Asian POC,Non-Asian POC
191051443,Household age 35-64,White,White
191051483,Household age 35-64,White,White
191051496,Household with children,White,White
191051516,Household age 35-64,Asian,Asian
191051520,Household age 65+,White,White
191051525,Household excl. age 18-34,White,White
191051532,Household age 35-64,White,White
191051542,Household age 35-64,Asian,Asian
191051596,Household excl. age 18-34,Other,Other
191051609,Household age 35-64,White,White
191051612,Household excl. age 18-34,Other,Other
191051613,Household excl. age 18-34,White,White
191051618,Household age 35-64,White,White
191051634,Household age 35-64,White,White
191051637,Household excl. age 18-34,Asian,Asian
191051651,Household excl. age 18-34,White,White
191051653,Household with children,White,White
191051715,Household with children,White,White
191051717,Household excl. age 18-34,White,White
191051756,Household age 35-64,White,White
191051768,Household excl. age 18-34,White,White
191051771,Household age 35-64,White,White
191051795,Household age 35-64,Other,Other
191051798,Household age 35-64,White,White
191051835,Household age 35-64,White,White
191051848,Household excl. age 18-34,White,White
191051935,Household age 35-64,White,White
191051940,Household age 35-64,Non-Asian POC,Non-Asian POC
191051994,Household age 65+,Asian,Asian
191051996,Household age 35-64,White,White
191052011,Household age 35-64,White,White
191052013,Household excl. age 18-34,White,White
191052016,Household age 65+,White,White
191052017,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
191052028,Household excl. age 18-34,Asian,Asian
191052036,Household age 35-64,Other,Other
191052126,Household age 65+,White,White
191052156,Household age 35-64,White,White
191052166,Household age 65+,White,White
191052186,Household excl. age 18-34,Asian,Asian
191052187,Household age 35-64,Non-Asian POC,Non-Asian POC
191052196,Household with children,White,White
191052224,Household excl. age 18-34,White,White
191052297,Household with children,Other,Other
191052298,Household age 35-64,White,White
191052375,Household age 35-64,White,White
191052418,Household with children,Asian,Asian
191052462,Household age 35-64,White,White
191052479,Household excl. age 18-34,Asian,Asian
191052499,Household age 35-64,Asian,Asian
191052562,Household age 65+,White,White
191052590,Household age 35-64,White,White
191052596,Household with children,White,White
191052602,Household excl. age 18-34,Asian,Asian
191052613,Household with children,Asian,Asian
192000050,Household excl. age 18-34,White,White
192000066,Household with children,Non-Asian POC,Non-Asian POC
192000075,Household age 65+,Non-Asian POC,Non-Asian POC
192000088,Household age 35-64,White,White
192000108,Household age 35-64,White,White
192000145,Household excl. age 18-34,Other,Other
192000189,Household with children,White,White
192000219,Household age 35-64,White,White
192000247,Household age 65+,White,White
192000266,Household age 35-64,White,White
192000289,Household with children,Other,Other
192000333,Household age 65+,White,White
192000364,Household with children,White,White
192000367,Household with children,Asian,Asian
192000401,Household excl. age 18-34,White,White
192000441,Household age 35-64,Asian,Asian
192000471,Household age 35-64,White,White
192000474,Household excl. age 18-34,Other,Other
192000501,Household with children,White,White
192000503,Household age 65+,Asian,Asian
192000507,Household age 35-64,Asian,Asian
192000525,Household age 65+,White,White
192000542,Household age 35-64,White,White
192000571,Household with children,White,White
192000583,Household age 35-64,White,White
192000614,Household excl. age 18-34,Asian,Asian
192000648,Household excl. age 18-34,Asian,Asian
192000691,Household age 65+,White,White
192000693,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
192000708,Household excl. age 18-34,White,White
192000751,Household with children,White,White
192000764,Household age 65+,Other,Other
192000847,Household age 35-64,White,White
192000940,Household age 65+,White,White
192000943,Household excl. age 18-34,White,White
192001065,Household with children,White,White
192001103,Household age 65+,White,White
192001112,Household excl. age 18-34,White,White
192001145,Household age 35-64,White,White
192001150,Household age 65+,White,White
192001189,Household with children,White,White
192001204,Household age 35-64,White,White
192001226,Household with children,White,White
192001227,Household excl. age 18-34,White,White
192001265,Household age 35-64,Other,Other
192001270,Household age 35-64,White,White
192001317,Household age 35-64,White,White
192001374,Household age 35-64,Non-Asian POC,Non-Asian POC
192001388,Household with children,White,White
192001393,Household age 65+,Other,Other
192001451,Household age 65+,White,White
192001490,Household age 65+,Asian,Asian
192001494,Household age 35-64,White,White
192001504,Household age 35-64,White,White
192001609,Household age 35-64,White,White
192001653,Household with children,Other,Other
192001657,Household age 65+,Other,Other
192001705,Household age 65+,White,White
192001783,Household with children,White,White
192001785,Household with children,White,White
192001798,Household age 65+,White,White
192001834,Household with children,White,White
192001845,Household age 35-64,White,White
192001921,Household age 35-64,White,White
192001946,Household with children,White,White
192001977,Household with children,White,White
192002010,Household age 35-64,White,White
192002016,Household age 65+,White,White
192002024,Household age 35-64,White,White
192002045,Household age 35-64,Non-Asian POC,Non-Asian POC
192002049,Household age 65+,Non-Asian POC,Non-Asian POC
192002080,Household age 65+,White,White
192002108,Household excl. age 18-34,White,White
192002130,Household age 65+,White,White
192002142,Household with children,White,White
192002165,Household with children,White,White
192002168,Household age 35-64,White,White
192002184,Household with children,White,White
192002206,Household with children,Non-Asian POC,Non-Asian POC
192002209,Household age 35-64,Asian,Asian
192002218,Household with children,White,White
192002222,Household with children,Non-Asian POC,Non-Asian POC
192002263,Household with children,White,White
192002330,Household age 35-64,White,White
192002345,Household age 35-64,White,White
192002352,Household with children,Non-Asian POC,Non-Asian POC
192002353,Household age 35-64,White,White
192002356,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
192002359,Household age 65+,Non-Asian POC,Non-Asian POC
192002393,Household age 35-64,White,White
192002473,Household age 35-64,Non-Asian POC,Non-Asian POC
192002483,Household age 65+,Non-Asian POC,Non-Asian POC
192002522,Household with children,Other,Other
192002534,Household age 65+,White,White
192002535,Household age 35-64,White,White
192002540,Household age 65+,Other,Other
192002543,Household excl. age 18-34,White,White
192002573,Household age 35-64,Other,Other
192002609,Household excl. age 18-34,White,White
192002621,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
192002622,Household with children,White,White
192002628,Household age 35-64,White,White
192002641,Household age 65+,White,White
192002658,Household age 65+,Other,Other
192002672,Household age 65+,White,White
192002719,Household age 35-64,Other,Other
192002760,Household with children,Other,Other
192002765,Household with children,White,White
192002783,Household age 35-64,Non-Asian POC,Non-Asian POC
192002837,Household with children,Asian,Asian
192002843,Household age 35-64,White,White
192002854,Household with children,White,White
192002894,Household age 35-64,Non-Asian POC,Non-Asian POC
192002952,Household age 65+,White,White
192003019,Household age 35-64,White,White
192003055,Household age 35-64,Non-Asian POC,Non-Asian POC
192003096,Household with children,Non-Asian POC,Non-Asian POC
192003163,Household age 35-64,Other,Other
192003208,Household age 65+,White,White
192003214,Household age 65+,White,White
192003236,Household excl. age 18-34,White,White
192003244,Household age 65+,White,White
192003272,Household with children,Non-Asian POC,Non-Asian POC
192003309,Household age 35-64,Asian,Asian
192003328,Household age 65+,White,White
192003346,Household excl. age 18-34,Other,Other
192003347,Household age 35-64,White,White
192003397,Household age 35-64,Non-Asian POC,Non-Asian POC
192003401,Household age 65+,White,White
192003437,Household age 35-64,Other,Other
192003477,Household age 35-64,Asian,Asian
192003508,Household age 35-64,White,White
192003526,Household age 35-64,Non-Asian POC,Non-Asian POC
192003585,Household age 65+,White,White
192003612,Household with children,Non-Asian POC,Non-Asian POC
192003627,Household age 35-64,White,White
192003651,Household with children,White,White
192003661,Household with children,Non-Asian POC,Non-Asian POC
192003664,Household with children,White,White
192003666,Household age 35-64,Non-Asian POC,Non-Asian POC
192003729,Household age 35-64,Other,Other
192003730,Household with children,White,White
192003763,Household age 35-64,Asian,Asian
192003809,Household with children,Non-Asian POC,Non-Asian POC
192003819,Household age 65+,White,White
192003863,Household age 35-64,White,White
192003903,Household age 65+,White,White
192003922,Household age 35-64,White,White
192003937,Household age 35-64,White,White
192003953,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
192003994,Household age 35-64,Asian,Asian
192004009,Household age 35-64,White,White
192004021,Household excl. age 18-34,White,White
192004133,Household excl. age 18-34,White,White
192004134,Household age 35-64,White,White
192004263,Household age 65+,White,White
192004301,Household age 35-64,White,White
192004303,Household age 35-64,White,White
192004342,Household with children,White,White
192004360,Household excl. age 18-34,White,White
192004395,Household age 35-64,Asian,Asian
192004407,Household age 35-64,White,White
192004460,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
192004468,Household age 65+,White,White
192004524,Household with children,White,White
192004534,Household age 35-64,White,White
192004559,Household with children,Asian,Asian
192004572,Household age 65+,Other,Other
192004632,Household age 65+,Non-Asian POC,Non-Asian POC
192004714,Household with children,White,White
192004720,Household age 35-64,Asian,Asian
192004807,Household age 65+,White,White
192004817,Household with children,Non-Asian POC,Non-Asian POC
192004873,Household with children,Non-Asian POC,Non-Asian POC
192004891,Household age 65+,White,White
192004910,Household with children,White,White
192004970,Household age 65+,White,White
192005062,Household age 65+,White,White
192005081,Household age 35-64,White,White
192005248,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
192005262,Household age 65+,White,White
192005306,Household age 35-64,White,White
192005319,Household age 65+,White,White
192005402,Household with children,White,White
192005405,Household age 35-64,White,White
192005406,Household age 35-64,White,White
192005408,Household excl. age 18-34,Asian,Asian
192005434,Household age 35-64,White,White
192005440,Household excl. age 18-34,Asian,Asian
192005467,Household age 65+,White,White
192005492,Household age 65+,Other,Other
192005502,Household age 65+,Non-Asian POC,Non-Asian POC
192005507,Household age 35-64,Asian,Asian
192005536,Household age 65+,White,White
192005560,Household with children,White,White
192005572,Household age 35-64,White,White
192005589,Household with children,Non-Asian POC,Non-Asian POC
192005590,Household age 65+,White,White
192005609,Household excl. age 18-34,White,White
192005619,Household age 65+,Other,Other
192005629,Household with children,White,White
192005698,Household age 35-64,White,White
192005737,Household age 35-64,White,White
192005759,Household age 35-64,White,White
192005790,Household with children,White,White
192005887,Household age 35-64,Non-Asian POC,Non-Asian POC
192005902,Household with children,White,White
192005914,Household age 65+,White,White
192005952,Household with children,White,White
192005963,Household age 65+,White,White
192006034,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
192006070,Household age 65+,White,White
192006076,Household age 65+,White,White
192006099,Household with children,White,White
192006151,Household with children,Asian,Asian
192006165,Household with children,Non-Asian POC,Non-Asian POC
192006170,Household age 35-64,Other,Other
192006199,Household with children,Non-Asian POC,Non-Asian POC
192006221,Household age 35-64,White,White
192006274,Household age 35-64,Other,Other
192006292,Household age 65+,White,White
192006352,Household age 35-64,White,White
192006386,Household age 65+,Non-Asian POC,Non-Asian POC
192006432,Household with children,White,White
192006450,Household with children,White,White
192006456,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
192006497,Household age 35-64,Non-Asian POC,Non-Asian POC
192006559,Household age 65+,White,White
192006564,Household excl. age 18-34,White,White
192006600,Household age 65+,Other,Other
192006602,Household age 35-64,White,White
192006604,Household age 35-64,White,White
192006661,Household age 35-64,Asian,Asian
192006668,Household with children,Other,Other
192006684,Household age 35-64,White,White
192006693,Household age 35-64,Non-Asian POC,Non-Asian POC
192006776,Household age 35-64,White,White
192006823,Household with children,Asian,Asian
192006853,Household age 35-64,White,White
192006858,Household age 35-64,White,White
192006906,Household excl. age 18-34,White,White
192006922,Household age 35-64,Non-Asian POC,Non-Asian POC
192006935,Household age 35-64,White,White
192006953,Household age 35-64,White,White
192006955,Household age 65+,White,White
192006972,Household age 35-64,White,White
192007004,Household age 35-64,Asian,Asian
192007021,Household excl. age 18-34,Other,Other
192007029,Household age 35-64,Other,Other
192007032,Household with children,White,White
192007074,Household excl. age 18-34,White,White
192007095,Household age 65+,Asian,Asian
192007110,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
192007163,Household age 35-64,Non-Asian POC,Non-Asian POC
192007166,Household with children,White,White
192007196,Household with children,White,White
192007252,Household age 35-64,Non-Asian POC,Non-Asian POC
192007289,Household age 35-64,White,White
192007323,Household excl. age 18-34,White,White
192007364,Household age 35-64,White,White
192007369,Household with children,White,White
192007388,Household age 35-64,Non-Asian POC,Non-Asian POC
192007395,Household with children,Other,Other
192007422,Household age 35-64,Other,Other
192007477,Household excl. age 18-34,White,White
192007480,Household excl. age 18-34,White,White
192007606,Household age 35-64,White,White
192007649,Household age 65+,White,White
192007749,Household excl. age 18-34,White,White
192007750,Household excl. age 18-34,White,White
192007791,Household with children,White,White
192007861,Household age 35-64,White,White
192007877,Household with children,Other,Other
192007933,Household with children,White,White
192007939,Household age 65+,White,White
192007948,Household age 35-64,White,White
192007953,Household age 35-64,Non-Asian POC,Non-Asian POC
192008010,Household age 65+,White,White
192008060,Household age 65+,White,White
192008087,Household age 65+,White,White
192008090,Household age 65+,White,White
192008155,Household age 65+,White,White
192008179,Household with children,White,White
192008226,Household age 35-64,Other,Other
192008249,Household age 65+,White,White
192008252,Household age 35-64,White,White
192008314,Household age 65+,Non-Asian POC,Non-Asian POC
192008353,Household age 35-64,White,White
192008355,Household age 65+,White,White
192008418,Household age 65+,White,White
192008440,Household excl. age 18-34,White,White
192008470,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
192008573,Household age 35-64,Non-Asian POC,Non-Asian POC
192008751,Household excl. age 18-34,White,White
192008850,Household age 35-64,Non-Asian POC,Non-Asian POC
192008977,Household age 35-64,White,White
192009000,Household age 35-64,White,White
192009014,Household age 35-64,Non-Asian POC,Non-Asian POC
192009062,Household age 35-64,White,White
192009071,Household age 65+,Other,Other
192009120,Household age 35-64,White,White
192009164,Household excl. age 18-34,White,White
192009227,Household age 35-64,White,White
192009301,Household age 35-64,White,White
192009331,Household age 35-64,White,White
192009333,Household excl. age 18-34,White,White
192009342,Household age 65+,White,White
192009397,Household excl. age 18-34,White,White
192009399,Household excl. age 18-34,White,White
192009444,Household age 65+,White,White
192009474,Household age 65+,White,White
192009488,Household age 35-64,White,White
192009489,Household age 35-64,White,White
192009528,Household age 35-64,White,White
192009546,Household age 65+,White,White
192009599,Household age 35-64,White,White
192009617,Household with children,White,White
192009627,Household excl. age 18-34,White,White
192009667,Household excl. age 18-34,White,White
192009675,Household age 35-64,White,White
192009717,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
192009753,Household age 65+,White,White
192009781,Household with children,White,White
192009785,Household age 65+,White,White
192009805,Household age 35-64,White,White
192009808,Household age 35-64,White,White
192009817,Household age 35-64,White,White
192009823,Household age 35-64,Other,Other
192009825,Household age 35-64,Non-Asian POC,Non-Asian POC
192009845,Household with children,White,White
192009977,Household with children,Asian,Asian
192009992,Household age 65+,Other,Other
192010032,Household age 65+,White,White
192010033,Household excl. age 18-34,Asian,Asian
192010054,Household age 35-64,White,White
192010103,Household age 65+,Non-Asian POC,Non-Asian POC
192010125,Household excl. age 18-34,White,White
192010150,Household excl. age 18-34,White,White
192010170,Household age 35-64,White,White
192010225,Household excl. age 18-34,White,White
192010292,Household age 35-64,White,White
192010326,Household age 65+,White,White
192010340,Household age 35-64,White,White
192010344,Household excl. age 18-34,White,White
192010382,Household excl. age 18-34,Asian,Asian
192010388,Household with children,White,White
192010415,Household age 35-64,White,White
192010438,Household excl. age 18-34,White,White
192010445,Household with children,Non-Asian POC,Non-Asian POC
192010482,Household with children,White,White
192010530,Household age 65+,White,White
192010542,Household age 35-64,White,White
192010580,Household age 35-64,Non-Asian POC,Non-Asian POC
192010616,Household with children,White,White
192010655,Household excl. age 18-34,White,White
192010659,Household with children,White,White
192010662,Household with children,White,White
192010797,Household age 35-64,White,White
192010824,Household age 35-64,White,White
192010875,Household age 35-64,White,White
192010895,Household age 35-64,White,White
192010945,Household age 35-64,White,White
192010950,Household age 35-64,White,White
192010962,Household age 35-64,White,White
192010990,Household age 65+,Non-Asian POC,Non-Asian POC
192011014,Household age 35-64,Non-Asian POC,Non-Asian POC
192011112,Household age 65+,Non-Asian POC,Non-Asian POC
192011120,Household age 35-64,White,White
192011138,Household age 65+,White,White
192011175,Household age 35-64,White,White
192011188,Household excl. age 18-34,White,White
192011326,Household with children,Non-Asian POC,Non-Asian POC
192011367,Household age 35-64,White,White
192011395,Household age 35-64,Other,Other
192011397,Household age 35-64,White,White
192011418,Household age 35-64,White,White
192011448,Household age 35-64,Non-Asian POC,Non-Asian POC
192011465,Household excl. age 18-34,Asian,Asian
192011561,Household age 65+,White,White
192011644,Household age 35-64,White,White
192011675,Household age 65+,White,White
192011739,Household with children,White,White
192011753,Household age 35-64,White,White
192011760,Household age 35-64,White,White
192011798,Household age 35-64,White,White
192011845,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
192011859,Household age 35-64,Asian,Asian
192011903,Household excl. age 18-34,White,White
192011906,Household excl. age 18-34,Asian,Asian
192011915,Household age 65+,White,White
192011921,Household age 65+,White,White
192012081,Household age 65+,White,White
192012086,Household age 65+,Non-Asian POC,Non-Asian POC
192012099,Household age 65+,White,White
192012118,Household age 65+,White,White
192012153,Household age 35-64,White,White
192012173,Household age 35-64,White,White
192012237,Household age 35-64,White,White
192012315,Household age 65+,White,White
192012408,Household age 65+,White,White
192012434,Household age 65+,White,White
192012447,Household age 35-64,Other,Other
192012452,Household age 65+,White,White
192012458,Household excl. age 18-34,Asian,Asian
192012526,Household excl. age 18-34,Asian,Asian
192012529,Household age 65+,White,White
192012576,Household age 65+,White,White
192012614,Household age 65+,White,White
192012628,Household age 65+,White,White
192012708,Household with children,Other,Other
192012751,Household age 35-64,White,White
192012821,Household excl. age 18-34,White,White
192012835,Household age 35-64,White,White
192012861,Household age 35-64,White,White
192012872,Household age 65+,White,White
192012896,Household age 65+,White,White
192012907,Household age 35-64,White,White
192013009,Household age 35-64,Non-Asian POC,Non-Asian POC
192013029,Household age 65+,Non-Asian POC,Non-Asian POC
192013034,Household age 35-64,Non-Asian POC,Non-Asian POC
192013039,Household with children,White,White
192013078,Household age 35-64,Other,Other
192013143,Household age 35-64,White,White
192013144,Household age 65+,White,White
192013152,Household age 35-64,White,White
192013256,Household age 65+,White,White
192013276,Household age 65+,White,White
192013280,Household age 65+,Asian,Asian
192013296,Household excl. age 18-34,White,White
192013332,Household age 35-64,Non-Asian POC,Non-Asian POC
192013339,Household age 35-64,White,White
192013525,Household excl. age 18-34,Non-Asian POC,Non-Asian POC
192013533,Household excl. age 18-34,Asian,Asian
192013559,Household age 35-64,Asian,Asian
192013577,Household age 35-64,White,White
192013648,Household age 65+,White,White
192013676,Household age 35-64,White,White
192013712,Household age 65+,White,White
192013742,Household age 35-64,Other,Other
192013884,Household age 65+,White,White
192013909,Household excl. age 18-34,White,White
192013910,Household age 65+,White,White
192013958,Household age 35-64,White,White
192013986,Household age 35-64,White,White
192013990,Household excl. age 18-34,White,White
192014000,Household age 35-64,White,White
192014007,Household age 35-64,White,White
192014039,Household with children,White,White
192014058,Household age 65+,White,White
192014084,Household age 35-64,White,White
192014086,Household age 35-64,Other,Other
192014140,Household age 65+,White,White
192014148,Household age 35-64,White,White
192014184,Household age 65+,White,White
192014193,Household age 35-64,White,White
192014238,Household with children,Asian,Asian
192014253,Household excl. age 18-34,Other,Other
192014335,Household age 65+,White,White
192014385,Household age 35-64,White,White
192014396,Household age 35-64,White,White
192014419,Household age 35-64,White,White
192014422,Household age 35-64,Other,Other
192014482,Household age 65+,White,White
192014507,Household with children,Asian,Asian
192014509,Household excl. age 18-34,White,White
192014554,Household age 65+,White,White
192014637,Household with children,Non-Asian POC,Non-Asian POC
192014648,Household age 35-64,White,White
192014685,Household age 35-64,Asian,Asian
192014764,Household age 65+,Non-Asian POC,Non-Asian POC
192014845,Household with children,White,White
192014883,Household age 35-64,White,White
192014885,Household age 65+,White,White
192014971,Household age 35-64,White,White
192014994,Household excl. age 18-34,White,White
192015037,Household with children,White,White
192015056,Household age 35-64,White,White
192015060,Household age 65+,White,White
192015063,Household age 65+,White,White
192015076,Household age 65+,White,White
192015078,Household with children,White,White
192015179,Household age 65+,White,White
192015188,Household with children,White,White
192015212,Household with children,White,White
192015240,Household excl. age 18-34,White,White
192015243,Household age 35-64,White,White
192015270,Household with children,Non-Asian POC,Non-Asian POC
192015272,Household age 35-64,White,White
192015276,Household with children,Non-Asian POC,Non-Asian POC
192015305,Household with children,White,White
192015308,Household with children,White,White
192015332,Household with children,White,White
192015343,Household age 65+,White,White
192015402,Household excl. age 18-34,White,White
192015411,Household age 35-64,Non-Asian POC,Non-Asian POC
192015428,Household age 35-64,White,White
192015436,Household with children,Non-Asian POC,Non-Asian POC
192015440,Household with children,White,White
192015461,Household age 65+,White,White
192015476,Household with children,White,White
192015478,Household age 35-64,White,White
192015496,Household age 65+,White,White
192015544,Household age 65+,White,White
192015568,Household age 35-64,White,White
192015576,Household excl. age 18-34,White,White
192015652,Household age 35-64,Non-Asian POC,Non-Asian POC
192015694,Household age 65+,Non-Asian POC,Non-Asian POC
192015726,Household with children,Non-Asian POC,Non-Asian POC
192015733,Household age 35-64,Non-Asian POC,Non-Asian POC
192015743,Household age 65+,White,White
192015744,Household age 35-64,White,White
192015808,Household age 35-64,White,White
192015842,Household with children,Asian,Asian
192015848,Household age 35-64,White,White
192015851,Household with children,Asian,Asian
192015906,Household age 65+,White,White
192015968,Household age 65+,Asian,Asian
192016016,Household age 35-64,Asian,Asian
192016040,Household age 65+,White,White
192016060,Household age 65+,Asian,Asian
192016095,Household age 65+,White,White
192016109,Household age 35-64,White,White
192016120,Household with children,White,White
192016135,Household excl. age 18-34,Asian,Asian
192016142,Household excl. age 18-34,White,White
192016158,Household excl. age 18-34,White,White
192016164,Household with children,White,White
192016168,Household age 35-64,White,White
192016172,Household with children,Other,Other
192016199,Household with children,Non-Asian POC,Non-Asian POC
192016207,Household excl. age 18-34,White,White
192016231,Household age 65+,White,White
192016249,Household with children,White,White
192016267,Household age 65+,White,White
192016278,Household age 65+,Asian,Asian
192016279,Household excl. age 18-34,Asian,Asian
192016339,Household with children,White,White
192016387,Household excl. age 18-34,White,White
192016419,Household age 35-64,Asian,Asian
192016434,Household with children,White,White
192016442,Household age 35-64,White,White
192016481,Household with children,White,White
192016495,Household with children,White,White
192016499,Household age 35-64,White,White
192016500,Household age 65+,White,White
192016514,Household with children,White,White
192016516,Household age 35-64,White,White
192016521,Household age 65+,Other,Other
192016546,Household age 35-64,Other,Other
192016578,Household age 65+,White,White
192016613,Household age 35-64,Non-Asian POC,Non-Asian POC
192016615,Household excl. age 18-34,White,White
